duration,Q_RelevantIDFraudScore,gender,nationality,ethnicity,age,preferred_game_name,gaming_time,gaming_related_activities_time,online_gaming_time,offline_gaming_time,playing_esports,rank,team_membership,playing_with_offline_friends,MOGQ_social1,MOGQ_social2,MOGQ_social3,MOGQ_social4,MOGQ_escape1,MOGQ_escape2,MOGQ_escape3,MOGQ_escape4,MOGQ_competition1,MOGQ_competition2,MOGQ_competition3,MOGQ_competition4,MOGQ_coping1,MOGQ_coping2,MOGQ_coping3,MOGQ_coping4,IGCQ_1,IGCQ_2,IGCQ_3,IGCQ_4,attention_check_1,IGDS9SF_1,IGDS9SF_2,IGDS9SF_3,IGDS9SF_4,IGDS9SF_5,IGDS9SF_6,IGDS9SF_7,IGDS9SF_8,IGDS9SF_9,GDT_1,GDT_2,GDT_3,GDT_4,IGD_alternative_criterion2,IGD_alternative_criterion5,IGD_alternative_criterion6,IGD_alternative_criterion3,IGD_alternative_craving,IGD_alternative_health,BFRS_1,BFRS_2,BFRS_3,BFRS_4,BFRS_5,BFRS_6,BFRS_7,BSCS_1,BSCS_2,BSCS_3,BSCS_4,BSCS_5,BSCS_6,BSCS_7,BSCS_8,BSCS_9,BSCS_10,BSCS_11,BSCS_12,BSCS_13,attention_check_2,neuroticism_1,neuroticism_2,neuroticism_3,neuroticism_4,neuroticism_5,neuroticism_6,neuroticism_7,neuroticism_8,neuroticism_9,neuroticism_10,DJGLS_1,DJGLS_2,DJGLS_3,DJGLS_4,DJGLS_5,DJGLS_6,harm_avoidance_1,harm_avoidance_2,harm_avoidance_3,harm_avoidance_4,harm_avoidance_5,harm_avoidance_6,harm_avoidance_7,harm_avoidance_8,harm_avoidance_9,harm_avoidance_10,BAS_reward_1,BAS_reward_2,BAS_reward_3,BAS_reward_4,BAS_reward_5,
1039,0,Male,Italian,White,22,RPG,4,2,25,75,Yes,Senior,No,Sometimes,,,Some of time,Some of time,Most of the time,,Half of the time,,Half of the time,,,Some of time,Most of the time,Almost always/always,,,No agreement,Agree,No agreement,Agree,Often,Rarely,Rarely,Rarely,Rarely,Often,Rarely,Rarely,Often,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Often,Sometimes,Rarely,Sometimes,Sometimes,A lot,Somewhat,,,,A lot,Somewhat,4,3,4,1 Not at all,,,,5       Very much,,,,3,1 Not at all,Moderately Inaccurate,,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Moderately Inaccurate,Moderately Accurate,,,Neither Accurate Nor Inaccurate,,,,,Neither agree nor disagree,Neither agree nor disagree,Disagree,,Very Accurate,Very Accurate,Very Inaccurate,,,,,Very Inaccurate,Very Inaccurate,Very true for me,Somewhat true for me,Very true for me,,,
1129,0,Male,Portuguese,White,23,FPS,3,5,90,10,Yes,Global Elite,Yes,Very often,Most of the time,,,Most of the time,Most of the time,Some of time,,,Almost always/always,,,Most of the time,Half of the time,Half of the time,,,Agree,Agree,Agree,Agree,Often,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Rarely,Sometimes,Often,Sometimes,Somewhat,,,Not at all,,Somewhat,Not at all,4,,3,,,,2,4,4,,,3,1 Not at all,Moderately Inaccurate,Very Inaccurate,,,Very Inaccurate,Very Inaccurate,Moderately Inaccurate,,,Neither Accurate Nor Inaccurate,,,,Agree,Strongly agree,,Disagree,,Very Accurate,Very Accurate,Neither Accurate Nor Inaccurate,Very Inaccurate,,,Very Inaccurate,,,Very true for me,Very true for me,,Very true for me,,
461,0,Male,American,White,29,Fortnite,3,1,60,40,Yes,Master,No,Sometimes,Some of time,,,Some of time,Almost never/never,Some of time,,,Almost always/always,,,Most of the time,,Half of the time,Some of time,,No agreement,No agreement,No agreement,Agree,Often,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Rarely,Never,Sometimes,Sometimes,Never,Somewhat,,A lot,,Somewhat,,A lot,4,2,,1 Not at all,2,4,2,4,,,,,,Moderately Inaccurate,,,Very Inaccurate,Very Inaccurate,,Moderately Accurate,,Very Accurate,Moderately Accurate,,,,Agree,Agree,Neither agree nor disagree,,Moderately Accurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,,,,,Very Inaccurate,Moderately Inaccurate,Very true for me,Somewhat true for me,,Somewhat true for me,,
643,0,Male,Portuguese,White,22,League of Legends,5,1,70,30,Yes,Gold,No,Rarely,,Some of time,,Most of the time,Some of time,,Almost never/never,,Most of the time,Most of the time,,,Half of the time,Most of the time,,,Agree,Agree,Agree,No agreement,Often,Sometimes,Rarely,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Often,Sometimes,Often,Never,Sometimes,Never,Rarely,Rarely,Often,Rarely,A lot,,,Somewhat,,A lot,Somewhat,3,2,,1 Not at all,2,4,,3,,3,,,,Moderately Inaccurate,,Very Inaccurate,Moderately Inaccurate,Very Inaccurate,,Moderately Accurate,,,Moderately Accurate,,Disagree,Strongly agree,,Strongly agree,,,Moderately Accurate,,Very Accurate,,,,,Very Inaccurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Very true for me,Very true for me,,Very true for me,,
2335,0,Male,British,Arab Asian ,23,"FPS Games (Call of Duty Modern Warfare, Call of Duty Cold War, Overwatch)   ",5,3,80,20,Yes,Gold,No,Very often,Some of time,,,Most of the time,Almost always/always,Almost always/always,,,Most of the time,,Some of time,,,Almost always/always,Some of time,,Agree,No agreement,No agreement,Agree,Often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Often,Never,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Often,Rarely,Somewhat,Somewhat,,Somewhat,,Somewhat,,3,,,2,,,,3,3,2,4,3,,Moderately Inaccurate,,,,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,Neither agree nor disagree,,,Disagree,Agree,,,,Neither Accurate Nor Inaccurate,,,Moderately Accurate,Moderately Accurate,,Neither Accurate Nor Inaccurate,Moderately Accurate,,Very true for me,,Very true for me,Very true for me,
659,0,Female,American,White,23,League of Legends,8,4,90,10,Yes,Gold,No,Sometimes,Some of time,,,Most of the time,Almost always/always,,Almost always/always,,Half of the time,,,Half of the time,Almost always/always,Almost always/always,,,No agreement,Agree,No agreement,No agreement,Often,Never,Sometimes,Sometimes,Rarely,Very often,Sometimes,Never,Very often,Never,Rarely,Often,Very often,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,Somewhat,,A lot,Not at all,,,Somewhat,3,,,,,5       Very much,,4,3,1 Not at all,4,,2,Moderately Inaccurate,,Very Accurate,,Very Inaccurate,,Very Accurate,,Moderately Inaccurate,,Very Inaccurate,,Agree,Agree,Agree,,,,Very Accurate,Very Accurate,Very Inaccurate,Very Inaccurate,,,,Neither Accurate Nor Inaccurate,,Somewhat true for me,Very true for me,,,Somewhat true for me,
925,0,Male,Belgian,White,22,Shooter,5,2,90,10,Yes,Global Elite,No,Very often,,Most of the time,,Half of the time,Most of the time,,Most of the time,,Almost always/always,,,Most of the time,,Most of the time,Some of time,,Agree,No agreement,Agree,Agree,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Very often,Rarely,Often,Often,Often,Often,Often,Rarely,Often,Rarely,Very often,Sometimes,Somewhat,,,,Somewhat,A lot,A lot,4,,,3,,2,,3,4,,3,3,,Moderately Inaccurate,,Moderately Accurate,,Neither Accurate Nor Inaccurate,,Moderately Accurate,,,Neither Accurate Nor Inaccurate,Very Inaccurate,,Agree,,Neither agree nor disagree,,Neither agree nor disagree,,,Very Accurate,Moderately Inaccurate,,Moderately Inaccurate,,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Very true for me,Somewhat true for me,,,Very true for me,
1098,0,Male,Mexican,Latino,25,"Role Playing Games, Action, Adventure.",3,5,70,30,Yes,Gold/Platinum,No,Often,Almost never/never,,,Some of time,Most of the time,Some of time,,,Most of the time,,,Some of time,,Some of time,Almost never/never,,Agree,Strongly Agree,Agree,Strongly Agree,Often,Never,Sometimes,Rarely,Often,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Sometimes,Never,Sometimes,Never,Often,Rarely,Somewhat,Not at all,,,Somewhat,,Somewhat,2,,2,,4,,,1 Not at all,3,5       Very much,,2,,Moderately Inaccurate,,,,Moderately Accurate,Moderately Inaccurate,Moderately Inaccurate,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Agree,,Agree,,Neither agree nor disagree,,Very Inaccurate,Moderately Inaccurate,Moderately Accurate,,Neither Accurate Nor Inaccurate,,,,Very Inaccurate,,Very true for me,Very true for me,,Very true for me,
689,0,Male,Poland,Eastern Europeans,20,League of Legend ,7,2,80,20,Yes,Master,No,Very often,Some of time,,,Half of the time,Almost always/always,,,Almost always/always,Most of the time,Most of the time,,,,Half of the time,,Half of the time,No agreement,Agree,No agreement,No agreement,Often,Never,Never,Rarely,Sometimes,Sometimes,Rarely,Never,Very often,Rarely,Never,Never,Sometimes,Never,Never,Sometimes,Never,Rarely,Often,Rarely,A lot,,A lot,A lot,A lot,,,2,4,3,2,,2,,4,4,,,,,Moderately Inaccurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,Very Accurate,Moderately Accurate,Moderately Inaccurate,,,,,Strongly agree,,Strongly disagree,Disagree,,,Very Inaccurate,Moderately Accurate,Very Accurate,,Moderately Inaccurate,,,Moderately Inaccurate,,,,Somewhat false for me,Somewhat true for me,,Somewhat true for me,
1315,0,Female,Bulgarian,White,41,puzzle ,3,1,97,3,Yes,Crusader ,No,Sometimes,,,Some of time,Some of time,Some of time,Some of time,,,Some of time,,,Almost never/never,Some of time,Some of time,,,No agreement,No agreement,No agreement,Agree,Often,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Rarely,Never,Rarely,Rarely,Rarely,Never,Often,Rarely,A lot,,,Somewhat,Somewhat,A lot,,2,4,4,,,2,,2,,,,4,4,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,Neither Accurate Nor Inaccurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,,Neither agree nor disagree,Disagree,,Agree,,,Moderately Inaccurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,,Neither Accurate Nor Inaccurate,,,Very true for me,Very true for me,,,Very true for me,
1430,0,Male,Portuguese,Caucasian,27,League of Legends,3,1,18,82,Yes,Gold,No,Rarely,,Some of time,,Half of the time,Almost always/always,,,Most of the time,Half of the time,,,Most of the time,,Most of the time,,Most of the time,Agree,Strongly Agree,Agree,No agreement,Often,Often,Often,Sometimes,Sometimes,Rarely,Rarely,Rarely,Often,Never,Rarely,Sometimes,Often,Never,Sometimes,Rarely,Sometimes,Often,Sometimes,Sometimes,Somewhat,Not at all,,,Somewhat,Somewhat,,2,3,,2,,,,2,4,5       Very much,,3,,Moderately Inaccurate,Moderately Inaccurate,,,Very Inaccurate,,Moderately Accurate,Moderately Accurate,Moderately Accurate,,,Disagree,,Agree,Agree,,,,,Moderately Accurate,,Very Inaccurate,Moderately Accurate,,Moderately Inaccurate,Moderately Inaccurate,,Very true for me,Very true for me,Somewhat true for me,,,
976,0,Male,portuguese,white,22,MOBA and auto-chess,3,1,100,0,Yes,gold,No,Sometimes,,,Half of the time,Some of time,Some of time,Some of time,,,Most of the time,,Some of time,,,Most of the time,Almost never/never,,No agreement,No agreement,No agreement,No agreement,Often,Never,Never,Rarely,Rarely,Never,Rarely,Never,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Never,Never,Rarely,Rarely,Rarely,Somewhat,Not at all,Somewhat,,,Somewhat,,2,,,2,4,,,2,,2,,4,4,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Moderately Accurate,,,,Moderately Accurate,,Agree,,Agree,Strongly agree,,Very Inaccurate,,Very Accurate,,,Moderately Accurate,,Moderately Accurate,Moderately Accurate,,,Very true for me,Very true for me,Very true for me,,
1395,0,Male,Poland,White,20,"RPG, FPS, TPS, MMO, MOBA (League of Legends, CS;GO, Aion, Star Wars Battlefront 2)",5,5,90,10,Yes,"Depends on the game, usually Platinum/Gold",No,Very often,,,Some of time,Most of the time,Almost always/always,Half of the time,,,Most of the time,Most of the time,,,,Most of the time,Some of time,,No agreement,Agree,Agree,Strongly Agree,Often,Often,Sometimes,Rarely,Rarely,Very often,Very often,Often,Very often,Never,Often,Often,Rarely,Rarely,Rarely,Sometimes,Very often,Rarely,Often,Rarely,A lot,Not at all,Somewhat,,,,Somewhat,3,3,,,4,4,,2,2,,,,1 Not at all,Moderately Inaccurate,,,Moderately Inaccurate,Very Inaccurate,,Neither Accurate Nor Inaccurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,,,,Disagree,Agree,Disagree,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Very Accurate,,Very Inaccurate,Neither Accurate Nor Inaccurate,,,,,,Very true for me,Very true for me,Very true for me,,
966,0,Male,French,North African,18,League of Legends,4,7,100,0,Yes,Platinium,No,Very often,,Some of time,,Half of the time,Almost never/never,,Some of time,,Most of the time,,Half of the time,,Almost always/always,Most of the time,,,Agree,No agreement,No agreement,No agreement,Often,Very often,Rarely,Often,Never,Often,Never,Sometimes,Rarely,Never,Rarely,Rarely,Sometimes,Never,Never,Sometimes,Often,Never,Often,Very often,A lot,,Somewhat,A lot,,A lot,,1 Not at all,,4,,,5       Very much,4,3,,,4,5       Very much,,Moderately Inaccurate,,,,Moderately Accurate,Moderately Inaccurate,Very Inaccurate,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Agree,,Strongly agree,Strongly agree,,,,Very Accurate,Very Accurate,Moderately Accurate,,,Very Inaccurate,,,Moderately Accurate,Very true for me,Somewhat true for me,,Very true for me,,
1173,0,Female,usa,white,35,time management,2,3,35,65,Yes,Legend,No,Sometimes,Almost never/never,,,Almost always/always,Almost always/always,Almost always/always,,,Some of time,,,Some of time,,Most of the time,,Almost never/never,Agree,No agreement,No agreement,Agree,Often,Sometimes,Rarely,Often,Rarely,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Rarely,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Somewhat,,,,Somewhat,Not at all,Somewhat,3,,3,4,,,5       Very much,2,,,3,4,,Moderately Inaccurate,,,Moderately Accurate,Moderately Inaccurate,,Moderately Inaccurate,,,Moderately Inaccurate,Moderately Inaccurate,Agree,,,Disagree,,Disagree,,Moderately Accurate,Very Accurate,,,Moderately Accurate,Moderately Inaccurate,,Moderately Inaccurate,,Very true for me,Very true for me,,,Very true for me,
2436,5,Male,Greek,Greek,19,First Person Shooting,5,4,70,30,Yes,Distinguished Master Guardian,No,Very often,,Some of time,,Some of time,Some of time,,Almost never/never,,Half of the time,,,Most of the time,,Almost never/never,,Almost never/never,No agreement,No agreement,No agreement,No agreement,Often,Sometimes,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Somewhat,,,Somewhat,Somewhat,A lot,,4,2,,4,,,,4,3,2,5       Very much,,,Moderately Accurate,Moderately Inaccurate,,Moderately Inaccurate,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,Very Accurate,,,,,Agree,Agree,,Disagree,,,Moderately Inaccurate,,,Moderately Accurate,Moderately Accurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,Very true for me,Somewhat true for me,,,Very true for me,
825,0,Male,British,Nigerian,19,Fortnite,3,1,80,20,Yes,Grand Champion,No,Often,,,Most of the time,Some of time,Some of time,Almost never/never,,,Almost always/always,,,Half of the time,,Some of time,Half of the time,,No agreement,Agree,No agreement,Agree,Often,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,A lot,Somewhat,,A lot,,A lot,,2,,,,5       Very much,2,,3,4,3,,,3,Moderately Inaccurate,,Moderately Inaccurate,,Moderately Inaccurate,,Moderately Inaccurate,,Moderately Accurate,Moderately Inaccurate,,,Agree,,Neither agree nor disagree,Agree,,Very Inaccurate,,Moderately Accurate,Moderately Accurate,Moderately Inaccurate,,,Moderately Accurate,,,,Very true for me,Somewhat true for me,,Very true for me,
1845,0,Male,Portugal,Black,27,Overwatch,2,3,100,0,Yes,Diamond,No,Rarely,,Some of time,,Half of the time,Almost always/always,,Almost always/always,,Most of the time,,Some of time,,Half of the time,Almost always/always,,,No agreement,No agreement,Agree,No agreement,Often,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Never,Often,Rarely,Sometimes,Sometimes,Often,Rarely,Rarely,Sometimes,Rarely,Sometimes,Often,Sometimes,A lot,,,,A lot,A lot,Somewhat,3,,,,,3,5       Very much,2,4,,2,3,,Moderately Inaccurate,,,,Very Inaccurate,Very Inaccurate,Very Accurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,,,,,Disagree,Strongly agree,Neither agree nor disagree,Moderately Inaccurate,Moderately Accurate,Moderately Accurate,,Moderately Inaccurate,,Moderately Inaccurate,,,,,Somewhat true for me,Somewhat true for me,Very true for me,,
1556,0,Male,German,White,21,MOBA,5,1,75,25,Yes,LoL: Gold VI / CS:GO: Global Elite,No,Often,,,Some of time,Some of time,Almost always/always,,Almost always/always,,Most of the time,,Most of the time,,Some of time,Some of time,,,No agreement,No agreement,Agree,Agree,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,A lot,A lot,A lot,,,,A lot,3,2,2,2,,,3,4,,,,2,,Moderately Accurate,,Moderately Accurate,,Neither Accurate Nor Inaccurate,Moderately Accurate,Moderately Inaccurate,,,Neither Accurate Nor Inaccurate,,,,Agree,Neither agree nor disagree,Agree,,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,,Neither Accurate Nor Inaccurate,,,Somewhat false for me,Somewhat true for me,Somewhat true for me,,,
2114,0,Male,Portuguese,White,24,Valorant,3,4,90,10,Yes,Immortal,No,Very often,Some of time,,,Some of time,Some of time,Some of time,,,Some of time,,,Almost never/never,,Most of the time,,Most of the time,No agreement,Agree,No agreement,Agree,Often,Rarely,Rarely,Rarely,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Often,Not at all,Not at all,,Not at all,,,Not at all,2,5       Very much,,3,,3,,3,5       Very much,,3,,,Moderately Inaccurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,Moderately Accurate,,Neither Accurate Nor Inaccurate,,,,Moderately Inaccurate,,Disagree,,Neither agree nor disagree,,Neither agree nor disagree,Moderately Inaccurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,,,,Neither Accurate Nor Inaccurate,,Somewhat true for me,Very true for me,,,Very true for me,
2586,0,Male,Portuguese,White,18,Cs go,6,2,100,0,Yes,Master Guardian,No,Sometimes,Half of the time,,,Half of the time,Half of the time,Half of the time,,,Almost always/always,Most of the time,,,Half of the time,Half of the time,,,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Somewhat,Somewhat,Somewhat,,,,Somewhat,3,,,,3,,,3,,3,3,3,3,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,,,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,,,,,Neither Accurate Nor Inaccurate,,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Somewhat true for me,Somewhat true for me,,Somewhat false for me,,
2019,0,Female,polish,white,30,Guns of Glory,10,3,80,20,Yes,-,Yes,Sometimes,,Almost always/always,,Most of the time,Almost always/always,,Almost always/always,,Half of the time,Half of the time,,,Most of the time,Almost always/always,,,Agree,Strongly Agree,No agreement,Agree,Often,Sometimes,Rarely,Rarely,Never,Sometimes,Never,Never,Often,Rarely,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Often,Rarely,A lot,,Somewhat,,A lot,A lot,,3,3,,,3,3,,2,,,4,4,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Very Inaccurate,Very Accurate,,Moderately Inaccurate,,,,Neither Accurate Nor Inaccurate,,Agree,,Agree,Disagree,,,Neither Accurate Nor Inaccurate,Moderately Accurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Moderately Accurate,,,,,,Very true for me,Somewhat true for me,Very true for me,,
2312,0,Male,Portuguese,White,23,FPS,2,5,90,10,Yes,Distinguished Master Guardian,No,Rarely,,,Some of time,Almost never/never,Half of the time,Some of time,,,Most of the time,,Most of the time,,,Most of the time,,Most of the time,Agree,Agree,Strongly Agree,Strongly Agree,Often,Often,Sometimes,Often,Rarely,Sometimes,Rarely,Never,Often,Sometimes,Sometimes,Often,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Very often,Sometimes,A lot,,,Somewhat,Somewhat,A lot,,1 Not at all,4,5       Very much,,,3,4,1 Not at all,,,3,,,Moderately Inaccurate,Moderately Accurate,Moderately Accurate,,Moderately Inaccurate,,Moderately Inaccurate,,,,Moderately Inaccurate,Neither agree nor disagree,Neither agree nor disagree,,Disagree,,,,Moderately Inaccurate,Very Accurate,,,Very Accurate,,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Very true for me,Very true for me,,Very true for me,,
568,30,Male,american,white,33,fornite,6,2,60,40,Yes,Crusader,No,Sometimes,,,Almost always/always,Most of the time,Half of the time,,,Some of time,Most of the time,,Most of the time,,Half of the time,Some of time,,,Agree,No agreement,Agree,No agreement,Often,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Never,Never,Never,Often,Sometimes,Sometimes,Rarely,Rarely,Somewhat,Somewhat,Somewhat,,,,Not at all,3,,1 Not at all,,,1 Not at all,,2,,1 Not at all,,3,2,Moderately Inaccurate,,,Very Inaccurate,Very Inaccurate,Very Inaccurate,Very Inaccurate,,Very Accurate,,,,,Strongly agree,Neither agree nor disagree,Agree,,Moderately Inaccurate,,Moderately Inaccurate,,Moderately Inaccurate,,,Neither Accurate Nor Inaccurate,Moderately Accurate,,,Somewhat true for me,,Somewhat false for me,Somewhat true for me,
